,Column1,Column2,Column3
1223,@BizTravelUK,@TraveleadsUK,RT
1224,@ScarsdalePatch,@ScarsdalePatch,Tweet
1225,@NRInstitute,@UniGreenwich,RT
1226,@_islamhussein,@CNN,RT
1227,@onahunttoday,@onahunttoday,Tweet
1228,@NewCityPatch,@NewCityPatch,Tweet
1229,@jgolden08,@jgolden08,Tweet
1230,@mepalmeiro,@ClimateReality,RT
1231,@_Dirty_Water_,@_Dirty_Water_,Tweet
1232,@TraveleadsUK,@TraveleadsUK,Tweet
1233,@teddavid,@teddavid,Tweet
1234,@NewCityPatch,@NewCityPatch,Tweet
1235,@smurphy2001,@frontlinepbs,RT
1236,@ECDOH,@NSC44,RT
1237,@RealTimeHack,@RealTimeHack,Tweet
1238,@NyackPatch,@NyackPatch,Tweet
1239,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1240,@lillyvelez28,@nytimes,RT
1241,@_islamhussein,@CNN,RT
1242,@jgolden08,@jgolden08,Tweet
1243,@HillaryKenyon,@CNN,RT
1244,@jcrestani,@nytimes,RT
1245,@PearlRiverPatch,@PearlRiverPatch,Tweet
1246,@HeadsOrHeadsWeb,@CNN,RT
1247,@HarrisonPatch,@HarrisonPatch,Tweet
1248,@UwNoah,@UwNoah,Tweet
1249,@bjongrk,@CNN,RT
1250,@GinaInTheBurg,@AP,RT
1251,@pandrest,@CNN,RT
1252,@naijakonnect,@naijakonnect,Tweet
1253,@Simar512,@Simar512,Tweet
1254,@DrRobertGlatter,@bermaninstitute,RT
1255,@THilderley,@VIralBuzzNewss,RT
1256,@DailyPublius,@DailyPublius,Tweet
1257,@ViralpressNews,@ViralpressNews,Tweet
1258,@ViralpressNews,@ViralpressNews,Tweet
1259,@AlokKarDowerah,@JPNadda,RT
1260,@bcn_exp,@BlBrTravel,RT
1261,@HeadsOrHeadsWeb,@CNN,RT
1262,@Health_UKnews,@Health_UKnews,Tweet
1263,@aetiology,@HelenBranswell,RT
1264,@UwNoah,@UwNoah,Tweet
1265,@bjongrk,@CNN,RT
1266,@WrigleyRes,@WrigleyRes,Tweet
1267,@fractalbears,@fractalbears,Tweet
1268,@nicolewesth,@nicolewesth,Tweet
1269,@FinalFenwayFict,@FinalFenwayFict,Tweet
1270,@UwNoah,@UwNoah,Tweet
1271,@bcn_exp,@BlBrTravel,RT
1272,@ArunkarthikcAK1,@nytimes,RT
1273,@PChesterPatch,@PChesterPatch,Tweet
1274,@RivertownsPatch,@RivertownsPatch,Tweet
1275,@ColumbiaMSPH,@cuepidemiology,RT
1276,@RivertownsPatch,@RivertownsPatch,Tweet
1277,@matatias,@CNN,RT
1278,@DrRobertGlatter,@bermaninstitute,RT
1279,@_islamhussein,@CNN,RT
1280,@wyorgb,@sciam,RT
1281,@edisonlsm,@CNN,RT
1282,@AhmedNumen,@ClimateReality,RT
1283,@SMolloyDVM,@Westxgal,RT
1284,@be2xco,@Harvard,RT
1285,@bjongrk,@CNN,RT
1286,@smith_lassen,@ClimateReality,RT
1287,@CraigCo62,@CraigCo62,Tweet
1288,@_islamhussein,@CNN,RT
1289,@YorktownPatch,@YorktownPatch,Tweet
1290,@PearlRiverPatch,@PearlRiverPatch,Tweet
1291,@fratucci,@CNN,RT
1292,@DrRobertGlatter,@bermaninstitute,RT
1293,@nicolewesth,@nicolewesth,Tweet
1294,@NyackPatch,@NyackPatch,Tweet
1295,@NewCityPatch,@NewCityPatch,Tweet
1296,@Klovn,@Klovn,Tweet
1297,@SMolloyDVM,@Westxgal,RT
1298,@UwNoah,@UwNoah,Tweet
1299,@DrRobertGlatter,@bermaninstitute,RT
1300,@ViralpressNews,@ViralpressNews,Tweet
1301,@MN_350,@ClimateReality,RT
1302,@ScarsdalePatch,@ScarsdalePatch,Tweet
1303,@BBCWomansHour,@bbcworldservice,RT
1304,@AnnemarieVtW,@AnnemarieVtW,Tweet
1305,@RealTimeHack,@RealTimeHack,Tweet
1306,@racketnews,@racketnews,Tweet
1307,@aetiology,@HelenBranswell,RT
1308,@HarrisonPatch,@HarrisonPatch,Tweet
1309,@marcioapviana,@CNN,RT
1310,@bedkatonahpatch,@bedkatonahpatch,Tweet
1311,@YarnitaRdz,@ClimateReality,RT
1312,@TaraDow2,@VIralBuzzNewss,RT
1313,@EmergencyBlog,@EmergencyBlog,Tweet
1314,@veena725,@WHO,RT
1315,@coldestwinters,@coldestwinters,Tweet
1316,@AhmedNumen,@ClimateReality,RT
1317,@NewCityPatch,@NewCityPatch,Tweet
1318,@NyackPatch,@NyackPatch,Tweet
1319,@SuruGeeta,@VaibhavHariom,RT
1320,@instapundit,@jason_pontin,RT
1321,@RainerKurlemann,@HelenBranswell,RT
1322,@ScarsdalePatch,@ScarsdalePatch,Tweet
1323,@mepalmeiro,@ClimateReality,RT
1324,@tamys46,@STcom,RT
1325,@_islamhussein,@CNN,RT
1326,@SuruGeeta,@VaibhavHariom,RT
1327,@Joey_Garikai,@CNN,RT
1328,@instapundit,@jason_pontin,RT
1329,@racketnews,@racketnews,Tweet
1330,@hakeem_mahak,@kashmir_rise,RT
1331,@TaraDow2,@VIralBuzzNewss,RT
1332,@FinalFenwayFict,@FinalFenwayFict,Tweet
1333,@DataAndDataViz,@jsvine,RT
1334,@Ing_Da,@CNN,RT
1335,@OccuWorld,@OccuWorld,Tweet
1336,@dlNewZealand,@dlNewZealand,Tweet
1337,@bonelam,@CNN,RT
1338,@RealTimeHack,@RealTimeHack,Tweet
1339,@naijakonnect,@naijakonnect,Tweet
1340,@hakeem_mahak,@kashmir_rise,RT
1341,@BronxvillePatch,@BronxvillePatch,Tweet
1342,@rajubarthakur,@rajubarthakur,Tweet
1343,@edisonlsm,@CNN,RT
1344,@medsane,@CNN,RT
1345,@marcioapviana,@CNN,RT
1346,@BizTravelUK,@TraveleadsUK,RT
1347,@UwNoah,@UwNoah,Tweet
1348,@UVAResearchPark,@UVAResearchPark,Tweet
1349,@mepalmeiro,@ClimateReality,RT
1350,@wyorgb,@sciam,RT
1351,@ICHLibGH,@ICHLibGH,Tweet
1352,@ColumbiaMSPH,@cuepidemiology,RT
1353,@Hillamadz,@CNN,RT
1354,@medsane,@CNN,RT
1355,@TraveleadsUK,@TraveleadsUK,Tweet
1356,@OccuWorld,@OccuWorld,Tweet
1357,@RivertownsPatch,@RivertownsPatch,Tweet
1358,@Joey_Garikai,@CNN,RT
1359,@EpiRen,@EpiRen,Tweet
1360,@hakeem_mahak,@kashmir_rise,RT
1361,@fratucci,@CNN,RT
1362,@_Dirty_Water_,@_Dirty_Water_,Tweet
1363,@wyorgb,@scicurious,RT
1364,@AhmedNumen,@ClimateReality,RT
1365,@BronxvillePatch,@BronxvillePatch,Tweet
1366,@RivertownsPatch,@RivertownsPatch,Tweet
1367,@RainerKurlemann,@HelenBranswell,RT
1368,@NewRoPatch,@NewRoPatch,Tweet
1369,@nicolewesth,@nicolewesth,Tweet
1370,@ColumbiaMSPH,@cuepidemiology,RT
1371,@RainerKurlemann,@HelenBranswell,RT
1372,@LakersGold,@CNN,RT
1373,@Joey_Garikai,@CNN,RT
1374,@MujibG,@MujibG,Tweet
1375,@fratucci,@CNN,RT
1376,@Klovn,@Klovn,Tweet
1377,@PChesterPatch,@PChesterPatch,Tweet
1378,@finance_sumlify,@CNN,RT
1379,@PearlRiverPatch,@PearlRiverPatch,Tweet
1380,@HillaryKenyon,@CNN,RT
1381,@UVAResearchPark,@UVAResearchPark,Tweet
1382,@dh_a_heller,@WHO,RT
1383,@bedkatonahpatch,@bedkatonahpatch,Tweet
1384,@DRBarton_Stocks,@DRBarton_Stocks,Tweet
1385,@PearlRiverPatch,@PearlRiverPatch,Tweet
1386,@WrigleyRes,@WrigleyRes,Tweet
1387,@HillaryKenyon,@CNN,RT
1388,@NewRoPatch,@NewRoPatch,Tweet
1389,@NRInstitute,@UniGreenwich,RT
1390,@diboua,@CNN,RT
1391,@AhmedNumen,@ClimateReality,RT
1392,@UNICEFC4D,@UNICEFC4D,Tweet
1393,@francisdias2401,@CNN,RT
1394,@bonelam,@CNN,RT
1395,@NRInstitute,@UniGreenwich,RT
1396,@Simar512,@Simar512,Tweet
1397,@robinfclark,@nytimes,RT
1398,@YorktownPatch,@YorktownPatch,Tweet
1399,@mepalmeiro,@ClimateReality,RT
1400,@wyorgb,@scicurious,RT
1401,@QueenofBasPays,@QueenofBasPays,Tweet
1402,@RealTimeHack,@RealTimeHack,Tweet
1403,@ColumbiaMSPH,@cuepidemiology,RT
1404,@PearlRiverPatch,@PearlRiverPatch,Tweet
1405,@wyorgb,@statnews,RT
1406,@ferasanwar24,@CNN,RT
1407,@HeadsOrHeadsWeb,@CNN,RT
1408,@BBCWomansHour,@bbcworldservice,RT
1409,@wyorgb,@statnews,RT
1410,@tamys46,@STcom,RT
1411,@pandrest,@CNN,RT
1412,@wyorgb,@scicurious,RT
1413,@GinaInTheBurg,@AP,RT
1414,@bedkatonahpatch,@bedkatonahpatch,Tweet
1415,@njiru_john,@CNN,RT
1416,@DailyPublius,@DailyPublius,Tweet
1417,@SMolloyDVM,@Westxgal,RT
1418,@njiru_john,@CNN,RT
1419,@BBCWomansHour,@bbcworldservice,RT
1420,@wyorgb,@scicurious,RT
1421,@PearlRiverPatch,@PearlRiverPatch,Tweet
1422,@sthi1285,@sthi1285,Tweet
1423,@lillyvelez28,@nytimes,RT
1424,@RainerKurlemann,@HelenBranswell,RT
1425,@a_den_hartog,@a_den_hartog,Tweet
1426,@NyackPatch,@NyackPatch,Tweet
1427,@EmergencyBlog,@EmergencyBlog,Tweet
1428,@RivertownsPatch,@RivertownsPatch,Tweet
1429,@be2xco,@Harvard,RT
1430,@NyackPatch,@NyackPatch,Tweet
1431,@HillaryKenyon,@CNN,RT
1432,@dlNewZealand,@dlNewZealand,Tweet
1433,@UNICEFC4D,@UNICEFC4D,Tweet
1434,@njiru_john,@CNN,RT
1435,@aetiology,@HelenBranswell,RT
1436,@DailyPublius,@DailyPublius,Tweet
1437,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
1438,@UVAResearchPark,@UVAResearchPark,Tweet
1439,@iAyKay,@iAyKay,Tweet
1440,@BronxvillePatch,@BronxvillePatch,Tweet
1441,@Lara_Adejoro,@actionhealthinc,RT
1442,@iamyemiyezi,@iamyemiyezi,Tweet
1443,@NRInstitute,@UniGreenwich,RT
1444,@ArunkarthikcAK1,@nytimes,RT
1445,@PearlRiverPatch,@PearlRiverPatch,Tweet
1446,@PChesterPatch,@PChesterPatch,Tweet
1447,@Lajanz_cong,@Lajanz_cong,Tweet
1448,@BronxvillePatch,@BronxvillePatch,Tweet
1449,@rodolfoasar,@LuisEEcobar,RT
1450,@EpiRen,@EpiRen,Tweet
1451,@alfa_alfio,@alfa_alfio,Tweet
1452,@racketnews,@racketnews,Tweet
1453,@_islamhussein,@CNN,RT
1454,@sthi1285,@sthi1285,Tweet
1455,@teddavid,@teddavid,Tweet
1456,@ScarsdalePatch,@ScarsdalePatch,Tweet
1457,@racketnews,@racketnews,Tweet
1458,@bonelam,@CNN,RT
1459,@SuruGeeta,@VaibhavHariom,RT
1460,@Simar512,@Simar512,Tweet
1461,@PChesterPatch,@PChesterPatch,Tweet
1462,@PearlRiverPatch,@PearlRiverPatch,Tweet
1463,@racketnews,@racketnews,Tweet
1464,@updatesvisayas,@updatesvisayas,Tweet
1465,@DailyPublius,@DailyPublius,Tweet
1466,@PearlRiverPatch,@PearlRiverPatch,Tweet
1467,@nicolewesth,@nicolewesth,Tweet
1468,@HarrisonPatch,@HarrisonPatch,Tweet
1469,@njiru_john,@CNN,RT
1470,@jcrestani,@nytimes,RT
1471,@coldestwinters,@coldestwinters,Tweet
1472,@DrRobertGlatter,@bermaninstitute,RT
1473,@HillaryKenyon,@CNN,RT
1474,@BAinDiplomacy,@BAinDiplomacy,Tweet
1475,@3NovicesJapan,@3NovicesJapan,Tweet
1476,@nov_amit,@CNN,RT
1477,@_Dirty_Water_,@_Dirty_Water_,Tweet
1478,@pzmyers,@pzmyers,Tweet
1479,@RivertownsPatch,@RivertownsPatch,Tweet
1480,@coldestwinters,@coldestwinters,Tweet
1481,@PChesterPatch,@PChesterPatch,Tweet
1482,@MN_350,@ClimateReality,RT
1483,@UwNoah,@UwNoah,Tweet
1484,@SMolloyDVM,@Westxgal,RT
1485,@marcioapviana,@CNN,RT
1486,@fratucci,@CNN,RT
1487,@RealTimeHack,@RealTimeHack,Tweet
1488,@NyackPatch,@NyackPatch,Tweet
1489,@ColumbiaMSPH,@cuepidemiology,RT
1490,@GinaInTheBurg,@AP,RT
1491,@EmergencyBlog,@EmergencyBlog,Tweet
1492,@iamyemiyezi,@iamyemiyezi,Tweet
1493,@SMolloyDVM,@Westxgal,RT
1494,@HVPatch,@HVPatch,Tweet
1495,@WrigleyRes,@WrigleyRes,Tweet
1496,@WrigleyRes,@WrigleyRes,Tweet
1497,@lillyvelez28,@nytimes,RT
1498,@MN_350,@ClimateReality,RT
1499,@njiru_john,@CNN,RT
1500,@DrRobertGlatter,@bermaninstitute,RT
1501,@ColumbiaMSPH,@cuepidemiology,RT
1502,@AnnemarieVtW,@AnnemarieVtW,Tweet
1503,@QueenofBasPays,@QueenofBasPays,Tweet
1504,@miepsja,@miepsja,Tweet
1505,@iamyemiyezi,@iamyemiyezi,Tweet
1506,@diboua,@CNN,RT
1507,@TarrytownsPatch,@TarrytownsPatch,Tweet
1508,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
1509,@Klovn,@Klovn,Tweet
1510,@PChesterPatch,@PChesterPatch,Tweet
1511,@veena725,@WHO,RT
1512,@THilderley,@VIralBuzzNewss,RT
1513,@SuruGeeta,@VaibhavHariom,RT
1514,@lilvasheer,@lilvasheer,Tweet
1515,@bjongrk,@CNN,RT
1516,@CraigCo62,@CraigCo62,Tweet
1517,@a_den_hartog,@a_den_hartog,Tweet
1518,@smurphy2001,@frontlinepbs,RT
1519,@francisdias2401,@CNN,RT
1520,@ferasanwar24,@CNN,RT
1521,@NyackPatch,@NyackPatch,Tweet
1522,@OccuWorld,@OccuWorld,Tweet
1523,@OccuWorld,@OccuWorld,Tweet
1524,@HVPatch,@HVPatch,Tweet
1525,@UwNoah,@UwNoah,Tweet
1526,@wyorgb,@statnews,RT
1527,@fratucci,@CNN,RT
1528,@HVPatch,@HVPatch,Tweet
1529,@_Dirty_Water_,@_Dirty_Water_,Tweet
1530,@muryi16,@muryi16,Tweet
1531,@NyackPatch,@NyackPatch,Tweet
1532,@Health_UKnews,@Health_UKnews,Tweet
1533,@alfa_alfio,@alfa_alfio,Tweet
1534,@RivertownsPatch,@RivertownsPatch,Tweet
1535,@NRInstitute,@UniGreenwich,RT
1536,@AnnemarieVtW,@AnnemarieVtW,Tweet
1537,@Joey_Garikai,@CNN,RT
1538,@ICHLibGH,@ICHLibGH,Tweet
1539,@fratucci,@CNN,RT
1540,@EmergencyBlog,@EmergencyBlog,Tweet
1541,@muryi16,@muryi16,Tweet
1542,@lisabari,@lisabari,Tweet
1543,@NewCityPatch,@NewCityPatch,Tweet
1544,@Klovn,@Klovn,Tweet
1545,@BronxvillePatch,@BronxvillePatch,Tweet
1546,@NewCityPatch,@NewCityPatch,Tweet
1547,@ICHLibGH,@ICHLibGH,Tweet
1548,@bcn_exp,@BlBrTravel,RT
1549,@EmergencyBlog,@EmergencyBlog,Tweet
1550,@ColumbiaMSPH,@cuepidemiology,RT
1551,@PChesterPatch,@PChesterPatch,Tweet
1552,@PearlRiverPatch,@PearlRiverPatch,Tweet
1553,@Lajanz_cong,@Lajanz_cong,Tweet
1554,@nicolewesth,@nicolewesth,Tweet
1555,@SportsDayOnline,@SportsDayOnline,Tweet
1556,@LakersGold,@CNN,RT
1557,@MN_350,@ClimateReality,RT
1558,@UwNoah,@UwNoah,Tweet
1559,@AnnemarieVtW,@AnnemarieVtW,Tweet
1560,@BizTravelUK,@TraveleadsUK,RT
1561,@amancool5,@RonBanter,RT
1562,@BronxvillePatch,@BronxvillePatch,Tweet
1563,@instapundit,@jason_pontin,RT
1564,@MujibG,@MujibG,Tweet
1565,@Lajanz_cong,@Lajanz_cong,Tweet
1566,@RealTimeHack,@RealTimeHack,Tweet
1567,@aetiology,@HelenBranswell,RT
1568,@TarrytownsPatch,@TarrytownsPatch,Tweet
1569,@dlNewZealand,@dlNewZealand,Tweet
1570,@PChesterPatch,@PChesterPatch,Tweet
1571,@GinaInTheBurg,@AP,RT
1572,@CraigCo62,@CraigCo62,Tweet
1573,@PelhamPatch,@PelhamPatch,Tweet
1574,@SMolloyDVM,@Westxgal,RT
1575,@AnnemarieVtW,@AnnemarieVtW,Tweet
1576,@NewCityPatch,@NewCityPatch,Tweet
1577,@AnnemarieVtW,@AnnemarieVtW,Tweet
1578,@BhambriSaab,@GulshanMWankar,RT
1579,@RealTimeHack,@RealTimeHack,Tweet
1580,@smurphy2001,@frontlinepbs,RT
1581,@YarnitaRdz,@ClimateReality,RT
1582,@PearlRiverPatch,@PearlRiverPatch,Tweet
1583,@NewRoPatch,@NewRoPatch,Tweet
1584,@fratucci,@CNN,RT
1585,@instapundit,@jason_pontin,RT
1586,@jgolden08,@jgolden08,Tweet
1587,@NewCityPatch,@NewCityPatch,Tweet
1588,@SMolloyDVM,@Westxgal,RT
1589,@bcn_exp,@BlBrTravel,RT
1590,@UVAResearchPark,@UVAResearchPark,Tweet
1591,@CraigCo62,@CraigCo62,Tweet
1592,@SuruGeeta,@VaibhavHariom,RT
1593,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
1594,@amancool5,@RonBanter,RT
1595,@smith_lassen,@ClimateReality,RT
1596,@UVAResearchPark,@UVAResearchPark,Tweet
1597,@iloveseble,@NYC_Everyday,RT
1598,@naijakonnect,@naijakonnect,Tweet
1599,@TraveleadsUK,@TraveleadsUK,Tweet
1600,@jgolden08,@jgolden08,Tweet
1601,@diboua,@CNN,RT
1602,@fratucci,@CNN,RT
1603,@amancool5,@RonBanter,RT
1604,@PelhamPatch,@PelhamPatch,Tweet
1605,@PearlRiverPatch,@PearlRiverPatch,Tweet
1606,@RealTimeHack,@RealTimeHack,Tweet
1607,@lillyvelez28,@nytimes,RT
1608,@finance_sumlify,@CNN,RT
1609,@BAinDiplomacy,@BAinDiplomacy,Tweet
1610,@Victoria_Donlin,@CNN,RT
1611,@TraveleadsUK,@TraveleadsUK,Tweet
1612,@EpiRen,@EpiRen,Tweet
1613,@wyorgb,@statnews,RT
1614,@iloveseble,@NYC_Everyday,RT
1615,@onahunttoday,@onahunttoday,Tweet
1616,@Lajanz_cong,@Lajanz_cong,Tweet
1617,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1618,@callmemalig,@ajplus,RT
1619,@FinalFenwayFict,@FinalFenwayFict,Tweet
1620,@bjongrk,@CNN,RT
1621,@PearlRiverPatch,@PearlRiverPatch,Tweet
1622,@RivertownsPatch,@RivertownsPatch,Tweet
1623,@teddavid,@teddavid,Tweet
1624,@nicolewesth,@nicolewesth,Tweet
1625,@DRBarton_Stocks,@DRBarton_Stocks,Tweet
1626,@lilvasheer,@lilvasheer,Tweet
1627,@EmergencyBlog,@EmergencyBlog,Tweet
1628,@wyorgb,@sciam,RT
1629,@dlNewZealand,@dlNewZealand,Tweet
1630,@DrRobertGlatter,@bermaninstitute,RT
1631,@HVPatch,@HVPatch,Tweet
1632,@PierreChrist_,@CNN,RT
1633,@bunovynevaz,@bunovynevaz,Tweet
1634,@_islamhussein,@CNN,RT
1635,@SMolloyDVM,@Westxgal,RT
1636,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1637,@Simar512,@Simar512,Tweet
1638,@bcn_exp,@BlBrTravel,RT
1639,@nov_amit,@CNN,RT
1640,@wyorgb,@sciam,RT
1641,@HillaryKenyon,@CNN,RT
1642,@predictech,@CDCgov,RT
1643,@pandrest,@CNN,RT
1644,@HarrisonPatch,@HarrisonPatch,Tweet
1645,@LarchmontPatch,@LarchmontPatch,Tweet
1646,@Klovn,@Klovn,Tweet
1647,@LakersGold,@CNN,RT
1648,@RivertownsPatch,@RivertownsPatch,Tweet
1649,@wyorgb,@scicurious,RT
1650,@lilvasheer,@lilvasheer,Tweet
1651,@wyorgb,@sciam,RT
1652,@bedkatonahpatch,@bedkatonahpatch,Tweet
1653,@teddavid,@teddavid,Tweet
1654,@coldestwinters,@coldestwinters,Tweet
1655,@lilvasheer,@lilvasheer,Tweet
1656,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1657,@pzmyers,@pzmyers,Tweet
1658,@edisonlsm,@CNN,RT
1659,@wyorgb,@statnews,RT
1660,@francisdias2401,@CNN,RT
1661,@finance_sumlify,@CNN,RT
1662,@PearlRiverPatch,@PearlRiverPatch,Tweet
1663,@SMolloyDVM,@Westxgal,RT
1664,@wyorgb,@sciam,RT
1665,@wyorgb,@scicurious,RT
1666,@BAinDiplomacy,@BAinDiplomacy,Tweet
1667,@SuruGeeta,@VaibhavHariom,RT
1668,@fractalbears,@fractalbears,Tweet
1669,@racketnews,@racketnews,Tweet
1670,@instapundit,@jason_pontin,RT
1671,@elizabethsmout,@AmeshAA,RT
1672,@HVPatch,@HVPatch,Tweet
1673,@lilvasheer,@lilvasheer,Tweet
1674,@BzSnow,@nytimes,RT
1675,@AhmedNumen,@ClimateReality,RT
1676,@RivertownsPatch,@RivertownsPatch,Tweet
1677,@medsane,@CNN,RT
1678,@UVAResearchPark,@UVAResearchPark,Tweet
1679,@NyackPatch,@NyackPatch,Tweet
1680,@LarchmontPatch,@LarchmontPatch,Tweet
1681,@lisabari,@lisabari,Tweet
1682,@wyorgb,@scicurious,RT
1683,@ICHLibGH,@ICHLibGH,Tweet
1684,@LakersGold,@CNN,RT
1685,@DrRobertGlatter,@bermaninstitute,RT
1686,@updatesvisayas,@updatesvisayas,Tweet
1687,@LarchmontPatch,@LarchmontPatch,Tweet
1688,@BBCWomansHour,@bbcworldservice,RT
1689,@MandolinJoy,@MandolinJoy,Tweet
1690,@bcn_exp,@BlBrTravel,RT
1691,@smurphy2001,@frontlinepbs,RT
1692,@UwNoah,@UwNoah,Tweet
1693,@NewCityPatch,@NewCityPatch,Tweet
1694,@RealTimeHack,@RealTimeHack,Tweet
1695,@BzSnow,@nytimes,RT
1696,@AhmedNumen,@ClimateReality,RT
1697,@BizTravelUK,@TraveleadsUK,RT
1698,@UVAResearchPark,@UVAResearchPark,Tweet
1699,@PearlRiverPatch,@PearlRiverPatch,Tweet
1700,@bjongrk,@CNN,RT
1701,@OccuWorld,@OccuWorld,Tweet
1702,@RivertownsPatch,@RivertownsPatch,Tweet
1703,@RealTimeHack,@RealTimeHack,Tweet
1704,@Victoria_Donlin,@CNN,RT
1705,@BAinDiplomacy,@BAinDiplomacy,Tweet
1706,@racketnews,@racketnews,Tweet
1707,@fodido,@CNN,RT
1708,@lilvasheer,@lilvasheer,Tweet
1709,@HVPatch,@HVPatch,Tweet
1710,@GinaInTheBurg,@AP,RT
1711,@NewRoPatch,@NewRoPatch,Tweet
1712,@marcioapviana,@CNN,RT
1713,@racketnews,@racketnews,Tweet
1714,@Simar512,@Simar512,Tweet
1715,@be2xco,@Harvard,RT
1716,@smurphy2001,@frontlinepbs,RT
1717,@NewRoPatch,@NewRoPatch,Tweet
1718,@HannahPolglase,@HannahPolglase,Tweet
1719,@Lajanz_cong,@Lajanz_cong,Tweet
1720,@iamyemiyezi,@iamyemiyezi,Tweet
1721,@wyorgb,@sciam,RT
1722,@finance_sumlify,@CNN,RT
1723,@finance_sumlify,@CNN,RT
1724,@smurphy2001,@frontlinepbs,RT
1725,@AnnemarieVtW,@AnnemarieVtW,Tweet
1726,@RainerKurlemann,@HelenBranswell,RT
1727,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1728,@ScarsdalePatch,@ScarsdalePatch,Tweet
1729,@RainerKurlemann,@HelenBranswell,RT
1730,@instapundit,@jason_pontin,RT
1731,@HillaryKenyon,@CNN,RT
1732,@RainerKurlemann,@HelenBranswell,RT
1733,@Klovn,@Klovn,Tweet
1734,@UwNoah,@UwNoah,Tweet
1735,@RivertownsPatch,@RivertownsPatch,Tweet
1736,@NyackPatch,@NyackPatch,Tweet
1737,@THilderley,@VIralBuzzNewss,RT
1738,@T_GC11,@T_GC11,Tweet
1739,@HVPatch,@HVPatch,Tweet
1740,@ArunkarthikcAK1,@nytimes,RT
1741,@mepalmeiro,@ClimateReality,RT
1742,@SuruGeeta,@VaibhavHariom,RT
1743,@BAinDiplomacy,@BAinDiplomacy,Tweet
1744,@be2xco,@Harvard,RT
1745,@ICHLibGH,@ICHLibGH,Tweet
1746,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1747,@HillaryKenyon,@CNN,RT
1748,@BronxvillePatch,@BronxvillePatch,Tweet
1749,@edisonlsm,@CNN,RT
1750,@RivertownsPatch,@RivertownsPatch,Tweet
1751,@finance_sumlify,@CNN,RT
1752,@PelhamPatch,@PelhamPatch,Tweet
1753,@QueenofBasPays,@QueenofBasPays,Tweet
1754,@robinfclark,@nytimes,RT
1755,@ICHLibGH,@ICHLibGH,Tweet
1756,@predictech,@CDCgov,RT
1757,@teddavid,@teddavid,Tweet
1758,@njiru_john,@CNN,RT
1759,@T_GC11,@T_GC11,Tweet
1760,@lilvasheer,@lilvasheer,Tweet
1761,@BronxvillePatch,@BronxvillePatch,Tweet
1762,@lisabari,@lisabari,Tweet
1763,@BAinDiplomacy,@BAinDiplomacy,Tweet
1764,@edisonlsm,@CNN,RT
1765,@EmergencyBlog,@EmergencyBlog,Tweet
1766,@Klovn,@Klovn,Tweet
1767,@OccuWorld,@OccuWorld,Tweet
1768,@BzSnow,@nytimes,RT
1769,@matatias,@CNN,RT
1770,@Simar512,@Simar512,Tweet
1771,@RainerKurlemann,@HelenBranswell,RT
1772,@NewRoPatch,@NewRoPatch,Tweet
1773,@iamyemiyezi,@iamyemiyezi,Tweet
1774,@RivertownsPatch,@RivertownsPatch,Tweet
1775,@NyackPatch,@NyackPatch,Tweet
1776,@matatias,@CNN,RT
1777,@wyorgb,@sciam,RT
1778,@UwNoah,@UwNoah,Tweet
1779,@ScarsdalePatch,@ScarsdalePatch,Tweet
1780,@NyackPatch,@NyackPatch,Tweet
1781,@teddavid,@teddavid,Tweet
1782,@smurphy2001,@frontlinepbs,RT
1783,@BzSnow,@nytimes,RT
1784,@Simar512,@Simar512,Tweet
1785,@predictech,@CDCgov,RT
1786,@pandrest,@CNN,RT
1787,@bedkatonahpatch,@bedkatonahpatch,Tweet
1788,@TraveleadsUK,@TraveleadsUK,Tweet
1789,@SuruGeeta,@VaibhavHariom,RT
1790,@tamys46,@STcom,RT
1791,@CraigCo62,@CraigCo62,Tweet
1792,@AlokKarDowerah,@JPNadda,RT
1793,@iamyemiyezi,@iamyemiyezi,Tweet
1794,@AnnemarieVtW,@AnnemarieVtW,Tweet
1795,@Bettymartinuk,@Newsweek,RT
1796,@njiru_john,@CNN,RT
1797,@jcrestani,@nytimes,RT
1798,@DrRobertGlatter,@bermaninstitute,RT
1799,@pzmyers,@pzmyers,Tweet
1800,@ColumbiaMSPH,@cuepidemiology,RT
1801,@onahunttoday,@onahunttoday,Tweet
1802,@francisdias2401,@CNN,RT
1803,@wyorgb,@scicurious,RT
1804,@ICHLibGH,@ICHLibGH,Tweet
1805,@bedkatonahpatch,@bedkatonahpatch,Tweet
1806,@Health_UKnews,@Health_UKnews,Tweet
1807,@bonelam,@CNN,RT
1808,@MN_350,@ClimateReality,RT
1809,@Lajanz_cong,@Lajanz_cong,Tweet
1810,@UwNoah,@UwNoah,Tweet
1811,@NewRoPatch,@NewRoPatch,Tweet
1812,@FinalFenwayFict,@FinalFenwayFict,Tweet
1813,@jgolden08,@jgolden08,Tweet
1814,@Health_UKnews,@Health_UKnews,Tweet
