,Column1,Column2,Column3
620,@DrRobertGlatter,@bermaninstitute,RT
621,@racketnews,@racketnews,Tweet
622,@fratucci,@CNN,RT
623,@THilderley,@VIralBuzzNewss,RT
624,@TaraDow2,@VIralBuzzNewss,RT
625,@fratucci,@CNN,RT
626,@PChesterPatch,@PChesterPatch,Tweet
627,@YarnitaRdz,@ClimateReality,RT
628,@NewRoPatch,@NewRoPatch,Tweet
629,@be2xco,@Harvard,RT
630,@PelhamPatch,@PelhamPatch,Tweet
631,@TraveleadsUK,@TraveleadsUK,Tweet
632,@aetiology,@HelenBranswell,RT
633,@veena725,@WHO,RT
634,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
635,@DrRobertGlatter,@bermaninstitute,RT
636,@YarnitaRdz,@ClimateReality,RT
637,@CinderelaRS,@ClimateReality,RT
638,@HillaryKenyon,@CNN,RT
639,@ViralpressNews,@ViralpressNews,Tweet
640,@ScarsdalePatch,@ScarsdalePatch,Tweet
641,@njiru_john,@CNN,RT
642,@racketnews,@racketnews,Tweet
643,@NewCityPatch,@NewCityPatch,Tweet
644,@AhmedNumen,@ClimateReality,RT
645,@andrader,@andrader,Tweet
646,@finance_sumlify,@CNN,RT
647,@wyorgb,@sciam,RT
648,@bcn_exp,@BlBrTravel,RT
649,@DrRobertGlatter,@bermaninstitute,RT
650,@MandolinJoy,@MandolinJoy,Tweet
651,@Health_UKnews,@Health_UKnews,Tweet
652,@_Dirty_Water_,@_Dirty_Water_,Tweet
653,@hakeem_mahak,@kashmir_rise,RT
654,@instapundit,@jason_pontin,RT
655,@BBCWomansHour,@bbcworldservice,RT
656,@iamyemiyezi,@iamyemiyezi,Tweet
657,@RealTimeHack,@RealTimeHack,Tweet
658,@bonelam,@CNN,RT
659,@PierreChrist_,@CNN,RT
660,@Simar512,@Simar512,Tweet
661,@GinaInTheBurg,@AP,RT
662,@LakersGold,@CNN,RT
663,@AhmedNumen,@ClimateReality,RT
664,@HillaryKenyon,@CNN,RT
665,@updatesvisayas,@updatesvisayas,Tweet
666,@finance_sumlify,@CNN,RT
667,@HVPatch,@HVPatch,Tweet
668,@Simar512,@Simar512,Tweet
669,@iloveseble,@NYC_Everyday,RT
670,@callmemalig,@ajplus,RT
671,@PearlRiverPatch,@PearlRiverPatch,Tweet
672,@lillyvelez28,@nytimes,RT
673,@miepsja,@miepsja,Tweet
674,@RivertownsPatch,@RivertownsPatch,Tweet
675,@aetiology,@HelenBranswell,RT
676,@HVPatch,@HVPatch,Tweet
677,@bonelam,@CNN,RT
678,@bedkatonahpatch,@bedkatonahpatch,Tweet
679,@DailyPublius,@DailyPublius,Tweet
680,@HillaryKenyon,@CNN,RT
681,@FinalFenwayFict,@FinalFenwayFict,Tweet
682,@bcn_exp,@BlBrTravel,RT
683,@smurphy2001,@frontlinepbs,RT
684,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
685,@YarnitaRdz,@ClimateReality,RT
686,@njiru_john,@CNN,RT
687,@veena725,@WHO,RT
688,@PearlRiverPatch,@PearlRiverPatch,Tweet
689,@UVAResearchPark,@UVAResearchPark,Tweet
690,@DrRobertGlatter,@bermaninstitute,RT
691,@ArunkarthikcAK1,@nytimes,RT
692,@tamys46,@STcom,RT
693,@mepalmeiro,@ClimateReality,RT
694,@bonelam,@CNN,RT
695,@instapundit,@jason_pontin,RT
696,@finance_sumlify,@CNN,RT
697,@CraigCo62,@CraigCo62,Tweet
698,@RealTimeHack,@RealTimeHack,Tweet
699,@marcioapviana,@CNN,RT
700,@mepalmeiro,@ClimateReality,RT
701,@YarnitaRdz,@ClimateReality,RT
702,@TraveleadsUK,@TraveleadsUK,Tweet
703,@ViralpressNews,@ViralpressNews,Tweet
704,@DrRobertGlatter,@bermaninstitute,RT
705,@wyorgb,@sciam,RT
706,@finance_sumlify,@CNN,RT
707,@WrigleyRes,@WrigleyRes,Tweet
708,@BBCWomansHour,@bbcworldservice,RT
709,@PChesterPatch,@PChesterPatch,Tweet
710,@Health_UKnews,@Health_UKnews,Tweet
711,@TraveleadsUK,@TraveleadsUK,Tweet
712,@NewCityPatch,@NewCityPatch,Tweet
713,@nicolewesth,@nicolewesth,Tweet
714,@bcn_exp,@BlBrTravel,RT
715,@AlokKarDowerah,@JPNadda,RT
716,@RivertownsPatch,@RivertownsPatch,Tweet
717,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
718,@GinaInTheBurg,@AP,RT
719,@iamyemiyezi,@iamyemiyezi,Tweet
720,@fractalbears,@fractalbears,Tweet
721,@wyorgb,@sciam,RT
722,@ColumbiaMSPH,@cuepidemiology,RT
723,@nicolewesth,@nicolewesth,Tweet
724,@BizTravelUK,@TraveleadsUK,RT
725,@jcrestani,@nytimes,RT
726,@diboua,@CNN,RT
727,@callmemalig,@ajplus,RT
728,@Hillamadz,@CNN,RT
729,@racketnews,@racketnews,Tweet
730,@TraveleadsUK,@TraveleadsUK,Tweet
731,@3NovicesJapan,@3NovicesJapan,Tweet
732,@lisabari,@lisabari,Tweet
733,@matatias,@CNN,RT
734,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
735,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
736,@EmergencyBlog,@EmergencyBlog,Tweet
737,@BBCWomansHour,@bbcworldservice,RT
738,@Simar512,@Simar512,Tweet
739,@3NovicesJapan,@3NovicesJapan,Tweet
740,@nov_amit,@CNN,RT
741,@PearlRiverPatch,@PearlRiverPatch,Tweet
742,@Victoria_Donlin,@CNN,RT
743,@bcn_exp,@BlBrTravel,RT
744,@DataAndDataViz,@jsvine,RT
745,@bonelam,@CNN,RT
746,@GinaInTheBurg,@AP,RT
747,@HillaryKenyon,@CNN,RT
748,@lillyvelez28,@nytimes,RT
749,@sthi1285,@sthi1285,Tweet
750,@dlNewZealand,@dlNewZealand,Tweet
751,@YarnitaRdz,@ClimateReality,RT
752,@DataAndDataViz,@jsvine,RT
753,@bcn_exp,@BlBrTravel,RT
754,@PearlRiverPatch,@PearlRiverPatch,Tweet
755,@NewCityPatch,@NewCityPatch,Tweet
756,@naijakonnect,@naijakonnect,Tweet
757,@edisonlsm,@CNN,RT
758,@BAinDiplomacy,@BAinDiplomacy,Tweet
759,@BAinDiplomacy,@BAinDiplomacy,Tweet
760,@Klovn,@Klovn,Tweet
761,@EmergencyBlog,@EmergencyBlog,Tweet
762,@_Dirty_Water_,@_Dirty_Water_,Tweet
763,@fratucci,@CNN,RT
764,@smurphy2001,@frontlinepbs,RT
765,@predictech,@CDCgov,RT
766,@jgolden08,@jgolden08,Tweet
767,@nov_amit,@CNN,RT
768,@RivertownsPatch,@RivertownsPatch,Tweet
769,@PelhamPatch,@PelhamPatch,Tweet
770,@_islamhussein,@CNN,RT
771,@onahunttoday,@onahunttoday,Tweet
772,@hakeem_mahak,@kashmir_rise,RT
773,@TarrytownsPatch,@TarrytownsPatch,Tweet
774,@ScarsdalePatch,@ScarsdalePatch,Tweet
775,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
776,@RivertownsPatch,@RivertownsPatch,Tweet
777,@bcn_exp,@BlBrTravel,RT
778,@SuruGeeta,@VaibhavHariom,RT
779,@TraveleadsUK,@TraveleadsUK,Tweet
780,@ArunkarthikcAK1,@nytimes,RT
781,@rodolfoasar,@LuisEEcobar,RT
782,@ScarsdalePatch,@ScarsdalePatch,Tweet
783,@fractalbears,@fractalbears,Tweet
784,@RainerKurlemann,@HelenBranswell,RT
785,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
786,@UwNoah,@UwNoah,Tweet
787,@dh_a_heller,@WHO,RT
788,@matatias,@CNN,RT
789,@smurphy2001,@frontlinepbs,RT
790,@DrRobertGlatter,@bermaninstitute,RT
791,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
792,@RealTimeHack,@RealTimeHack,Tweet
793,@Bettymartinuk,@Newsweek,RT
794,@coldestwinters,@coldestwinters,Tweet
795,@EmergencyBlog,@EmergencyBlog,Tweet
796,@EpiRen,@EpiRen,Tweet
797,@_Dirty_Water_,@_Dirty_Water_,Tweet
798,@updatesvisayas,@updatesvisayas,Tweet
799,@UwNoah,@UwNoah,Tweet
800,@lisabari,@lisabari,Tweet
801,@coldestwinters,@coldestwinters,Tweet
802,@BronxvillePatch,@BronxvillePatch,Tweet
803,@NewRoPatch,@NewRoPatch,Tweet
804,@Ing_Da,@CNN,RT
805,@WrigleyRes,@WrigleyRes,Tweet
806,@Joey_Garikai,@CNN,RT
807,@ScarsdalePatch,@ScarsdalePatch,Tweet
808,@Health_UKnews,@Health_UKnews,Tweet
809,@bcn_exp,@BlBrTravel,RT
810,@NewCityPatch,@NewCityPatch,Tweet
811,@NewCityPatch,@NewCityPatch,Tweet
812,@DrRobertGlatter,@bermaninstitute,RT
813,@ViralpressNews,@ViralpressNews,Tweet
814,@dh_a_heller,@WHO,RT
815,@Simar512,@Simar512,Tweet
816,@HillaryKenyon,@CNN,RT
817,@BAinDiplomacy,@BAinDiplomacy,Tweet
818,@_Dirty_Water_,@_Dirty_Water_,Tweet
819,@iam_Qcee,@iam_Qcee,Tweet
820,@ScarsdalePatch,@ScarsdalePatch,Tweet
821,@bcn_exp,@BlBrTravel,RT
822,@nicolewesth,@nicolewesth,Tweet
823,@MandolinJoy,@MandolinJoy,Tweet
824,@DrRobertGlatter,@bermaninstitute,RT
825,@DrRobertGlatter,@bermaninstitute,RT
826,@OccuWorld,@OccuWorld,Tweet
827,@ColumbiaMSPH,@cuepidemiology,RT
828,@BBCWomansHour,@bbcworldservice,RT
829,@HeadsOrHeadsWeb,@CNN,RT
830,@fractalbears,@fractalbears,Tweet
831,@SportsDayOnline,@SportsDayOnline,Tweet
832,@bedkatonahpatch,@bedkatonahpatch,Tweet
833,@PearlRiverPatch,@PearlRiverPatch,Tweet
834,@sthi1285,@sthi1285,Tweet
835,@predictech,@CDCgov,RT
836,@DrRobertGlatter,@bermaninstitute,RT
837,@fratucci,@CNN,RT
838,@Simar512,@Simar512,Tweet
839,@PelhamPatch,@PelhamPatch,Tweet
840,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
841,@TraveleadsUK,@TraveleadsUK,Tweet
842,@LakersGold,@CNN,RT
843,@Simar512,@Simar512,Tweet
844,@HillaryKenyon,@CNN,RT
845,@NewCityPatch,@NewCityPatch,Tweet
846,@ICHLibGH,@ICHLibGH,Tweet
847,@Lajanz_cong,@Lajanz_cong,Tweet
848,@Lajanz_cong,@Lajanz_cong,Tweet
849,@smurphy2001,@frontlinepbs,RT
850,@smurphy2001,@frontlinepbs,RT
851,@smith_lassen,@ClimateReality,RT
852,@Victoria_Donlin,@CNN,RT
853,@Hillamadz,@CNN,RT
854,@RealTimeHack,@RealTimeHack,Tweet
855,@MN_350,@ClimateReality,RT
856,@lillyvelez28,@nytimes,RT
857,@RealTimeHack,@RealTimeHack,Tweet
858,@PChesterPatch,@PChesterPatch,Tweet
859,@NewRoPatch,@NewRoPatch,Tweet
860,@wyorgb,@statnews,RT
861,@UVAResearchPark,@UVAResearchPark,Tweet
862,@NyackPatch,@NyackPatch,Tweet
863,@MujibG,@MujibG,Tweet
864,@EmergencyBlog,@EmergencyBlog,Tweet
865,@robinfclark,@nytimes,RT
866,@edisonlsm,@CNN,RT
867,@bjongrk,@CNN,RT
868,@be2xco,@Harvard,RT
869,@fratucci,@CNN,RT
870,@iamyemiyezi,@iamyemiyezi,Tweet
871,@ICHLibGH,@ICHLibGH,Tweet
872,@TaraDow2,@VIralBuzzNewss,RT
873,@PearlRiverPatch,@PearlRiverPatch,Tweet
874,@RivertownsPatch,@RivertownsPatch,Tweet
875,@OccuWorld,@OccuWorld,Tweet
876,@ScarsdalePatch,@ScarsdalePatch,Tweet
877,@bedkatonahpatch,@bedkatonahpatch,Tweet
878,@Naijadailyfeed,@Naijadailyfeed,Tweet
879,@ActivistPost,@ActivistPost,Tweet
880,@DrRobertGlatter,@bermaninstitute,RT
881,@WrigleyRes,@WrigleyRes,Tweet
882,@MujibG,@MujibG,Tweet
883,@jcrestani,@nytimes,RT
884,@teddavid,@teddavid,Tweet
885,@lilvasheer,@lilvasheer,Tweet
886,@QueenofBasPays,@QueenofBasPays,Tweet
887,@_islamhussein,@CNN,RT
888,@bjongrk,@CNN,RT
889,@TaraDow2,@VIralBuzzNewss,RT
890,@BzSnow,@nytimes,RT
891,@HarrisonPatch,@HarrisonPatch,Tweet
892,@alfa_alfio,@alfa_alfio,Tweet
893,@SMolloyDVM,@Westxgal,RT
894,@_Dirty_Water_,@_Dirty_Water_,Tweet
895,@nov_amit,@CNN,RT
896,@RainerKurlemann,@HelenBranswell,RT
897,@THilderley,@VIralBuzzNewss,RT
898,@LarchmontPatch,@LarchmontPatch,Tweet
899,@nicolewesth,@nicolewesth,Tweet
900,@NyackPatch,@NyackPatch,Tweet
901,@hakeem_mahak,@kashmir_rise,RT
902,@DailyPublius,@DailyPublius,Tweet
903,@BAinDiplomacy,@BAinDiplomacy,Tweet
904,@bedkatonahpatch,@bedkatonahpatch,Tweet
905,@pandrest,@CNN,RT
906,@YorktownPatch,@YorktownPatch,Tweet
907,@SMolloyDVM,@Westxgal,RT
908,@CraigCo62,@CraigCo62,Tweet
909,@Klovn,@Klovn,Tweet
910,@coldestwinters,@coldestwinters,Tweet
911,@a_den_hartog,@a_den_hartog,Tweet
912,@pzmyers,@pzmyers,Tweet
913,@RealTimeHack,@RealTimeHack,Tweet
914,@PChesterPatch,@PChesterPatch,Tweet
915,@nov_amit,@CNN,RT
916,@Health_UKnews,@Health_UKnews,Tweet
917,@WindsorDw,@onahunttoday,RT
918,@bcn_exp,@BlBrTravel,RT
919,@ViralpressNews,@ViralpressNews,Tweet
920,@ferasanwar24,@CNN,RT
921,@wyorgb,@sciam,RT
922,@NyackPatch,@NyackPatch,Tweet
923,@NyackPatch,@NyackPatch,Tweet
924,@Ing_Da,@CNN,RT
925,@instapundit,@jason_pontin,RT
926,@WrigleyRes,@WrigleyRes,Tweet
927,@QueenofBasPays,@QueenofBasPays,Tweet
928,@hakeem_mahak,@kashmir_rise,RT
929,@RealTimeHack,@RealTimeHack,Tweet
930,@jgolden08,@jgolden08,Tweet
931,@PierreChrist_,@CNN,RT
932,@NewCityPatch,@NewCityPatch,Tweet
933,@AlokKarDowerah,@JPNadda,RT
934,@THilderley,@VIralBuzzNewss,RT
935,@NewRoPatch,@NewRoPatch,Tweet
936,@muryi16,@muryi16,Tweet
937,@iamyemiyezi,@iamyemiyezi,Tweet
938,@SMolloyDVM,@Westxgal,RT
939,@nicolewesth,@nicolewesth,Tweet
940,@Simar512,@Simar512,Tweet
941,@HarrisonPatch,@HarrisonPatch,Tweet
942,@bedkatonahpatch,@bedkatonahpatch,Tweet
943,@instapundit,@jason_pontin,RT
944,@nicolewesth,@nicolewesth,Tweet
945,@PelhamPatch,@PelhamPatch,Tweet
946,@veena725,@WHO,RT
947,@nicolewesth,@nicolewesth,Tweet
948,@UVAResearchPark,@UVAResearchPark,Tweet
949,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
950,@dlNewZealand,@dlNewZealand,Tweet
951,@RivertownsPatch,@RivertownsPatch,Tweet
952,@robinfclark,@nytimes,RT
953,@racketnews,@racketnews,Tweet
954,@NyackPatch,@NyackPatch,Tweet
955,@HVPatch,@HVPatch,Tweet
956,@ferasanwar24,@CNN,RT
957,@HarrisonPatch,@HarrisonPatch,Tweet
958,@AlokKarDowerah,@JPNadda,RT
959,@ViralpressNews,@ViralpressNews,Tweet
960,@OccuWorld,@OccuWorld,Tweet
961,@BBCWomansHour,@bbcworldservice,RT
962,@CraigCo62,@CraigCo62,Tweet
963,@SMolloyDVM,@Westxgal,RT
964,@wyorgb,@scicurious,RT
965,@nicolewesth,@nicolewesth,Tweet
966,@nicolewesth,@nicolewesth,Tweet
967,@bedkatonahpatch,@bedkatonahpatch,Tweet
968,@dh_a_heller,@WHO,RT
969,@bcn_exp,@BlBrTravel,RT
970,@RivertownsPatch,@RivertownsPatch,Tweet
971,@NewRoPatch,@NewRoPatch,Tweet
972,@UVAResearchPark,@UVAResearchPark,Tweet
973,@pzmyers,@pzmyers,Tweet
974,@nicolewesth,@nicolewesth,Tweet
975,@Victoria_Donlin,@CNN,RT
976,@TraveleadsUK,@TraveleadsUK,Tweet
977,@lisabari,@lisabari,Tweet
978,@NewCityPatch,@NewCityPatch,Tweet
979,@dlNewZealand,@dlNewZealand,Tweet
980,@CraigCo62,@CraigCo62,Tweet
981,@Klovn,@Klovn,Tweet
982,@hakeem_mahak,@kashmir_rise,RT
983,@mepalmeiro,@ClimateReality,RT
984,@HarrisonPatch,@HarrisonPatch,Tweet
985,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
986,@NRInstitute,@UniGreenwich,RT
987,@PelhamPatch,@PelhamPatch,Tweet
988,@PelhamPatch,@PelhamPatch,Tweet
989,@BzSnow,@nytimes,RT
990,@PearlRiverPatch,@PearlRiverPatch,Tweet
991,@ViralpressNews,@ViralpressNews,Tweet
992,@miepsja,@miepsja,Tweet
993,@DrRobertGlatter,@bermaninstitute,RT
994,@HarrisonPatch,@HarrisonPatch,Tweet
995,@HVPatch,@HVPatch,Tweet
996,@iamyemiyezi,@iamyemiyezi,Tweet
997,@TraveleadsUK,@TraveleadsUK,Tweet
998,@HarrisonPatch,@HarrisonPatch,Tweet
999,@teddavid,@teddavid,Tweet
1000,@FinalFenwayFict,@FinalFenwayFict,Tweet
1001,@PearlRiverPatch,@PearlRiverPatch,Tweet
1002,@RivertownsPatch,@RivertownsPatch,Tweet
1003,@Simar512,@Simar512,Tweet
1004,@bedkatonahpatch,@bedkatonahpatch,Tweet
1005,@NewCityPatch,@NewCityPatch,Tweet
1006,@BronxvillePatch,@BronxvillePatch,Tweet
1007,@TaraDow2,@VIralBuzzNewss,RT
1008,@tamys46,@STcom,RT
1009,@FinalFenwayFict,@FinalFenwayFict,Tweet
1010,@alfa_alfio,@alfa_alfio,Tweet
1011,@nicolewesth,@nicolewesth,Tweet
1012,@ScarsdalePatch,@ScarsdalePatch,Tweet
1013,@HarrisonPatch,@HarrisonPatch,Tweet
1014,@ArunkarthikcAK1,@nytimes,RT
1015,@matatias,@CNN,RT
1016,@TraveleadsUK,@TraveleadsUK,Tweet
1017,@PierreChrist_,@CNN,RT
1018,@Victoria_Donlin,@CNN,RT
1019,@Health_UKnews,@Health_UKnews,Tweet
1020,@matatias,@CNN,RT
1021,@NyackPatch,@NyackPatch,Tweet
1022,@pzmyers,@pzmyers,Tweet
1023,@lilvasheer,@lilvasheer,Tweet
1024,@fratucci,@CNN,RT
1025,@diboua,@CNN,RT
1026,@francisdias2401,@CNN,RT
1027,@_Dirty_Water_,@_Dirty_Water_,Tweet
1028,@DrRobertGlatter,@bermaninstitute,RT
1029,@BAinDiplomacy,@BAinDiplomacy,Tweet
1030,@AlokKarDowerah,@JPNadda,RT
1031,@DailyPublius,@DailyPublius,Tweet
1032,@njiru_john,@CNN,RT
1033,@TarrytownsPatch,@TarrytownsPatch,Tweet
1034,@racketnews,@racketnews,Tweet
1035,@joe2bees,@joe2bees,Tweet
1036,@YorktownPatch,@YorktownPatch,Tweet
1037,@EmergencyBlog,@EmergencyBlog,Tweet
1038,@nicolewesth,@nicolewesth,Tweet
1039,@bjongrk,@CNN,RT
1040,@elizabethsmout,@AmeshAA,RT
1041,@HeadsOrHeadsWeb,@CNN,RT
1042,@dh_a_heller,@WHO,RT
1043,@PearlRiverPatch,@PearlRiverPatch,Tweet
1044,@NewRoPatch,@NewRoPatch,Tweet
1045,@BAinDiplomacy,@BAinDiplomacy,Tweet
1046,@onahunttoday,@onahunttoday,Tweet
1047,@RainerKurlemann,@HelenBranswell,RT
1048,@dlNewZealand,@dlNewZealand,Tweet
1049,@AhmedNumen,@ClimateReality,RT
1050,@fractalbears,@fractalbears,Tweet
1051,@GinaInTheBurg,@AP,RT
1052,@mepalmeiro,@ClimateReality,RT
1053,@edisonlsm,@CNN,RT
1054,@hakeem_mahak,@kashmir_rise,RT
1055,@YarnitaRdz,@ClimateReality,RT
1056,@BzSnow,@nytimes,RT
1057,@PelhamPatch,@PelhamPatch,Tweet
1058,@Health_UKnews,@Health_UKnews,Tweet
1059,@Lajanz_cong,@Lajanz_cong,Tweet
1060,@_Dirty_Water_,@_Dirty_Water_,Tweet
1061,@be2xco,@Harvard,RT
1062,@nov_amit,@CNN,RT
1063,@callmemalig,@ajplus,RT
1064,@NewCityPatch,@NewCityPatch,Tweet
1065,@Klovn,@Klovn,Tweet
1066,@TraveleadsUK,@TraveleadsUK,Tweet
1067,@CraigCo62,@CraigCo62,Tweet
1068,@LakersGold,@CNN,RT
1069,@diboua,@CNN,RT
1070,@RealTimeHack,@RealTimeHack,Tweet
1071,@PChesterPatch,@PChesterPatch,Tweet
1072,@fractalbears,@fractalbears,Tweet
1073,@FinalFenwayFict,@FinalFenwayFict,Tweet
1074,@jcrestani,@nytimes,RT
1075,@bcn_exp,@BlBrTravel,RT
1076,@muryi16,@muryi16,Tweet
1077,@iamyemiyezi,@iamyemiyezi,Tweet
1078,@iloveseble,@NYC_Everyday,RT
1079,@HeadsOrHeadsWeb,@CNN,RT
1080,@ICHLibGH,@ICHLibGH,Tweet
1081,@RivertownsPatch,@RivertownsPatch,Tweet
1082,@instapundit,@jason_pontin,RT
1083,@RivertownsPatch,@RivertownsPatch,Tweet
1084,@wyorgb,@scicurious,RT
1085,@fractalbears,@fractalbears,Tweet
1086,@Hillamadz,@CNN,RT
1087,@EmergencyBlog,@EmergencyBlog,Tweet
1088,@nicolewesth,@nicolewesth,Tweet
1089,@rajubarthakur,@rajubarthakur,Tweet
1090,@WrigleyRes,@WrigleyRes,Tweet
1091,@predictech,@CDCgov,RT
1092,@pzmyers,@pzmyers,Tweet
1093,@marcioapviana,@CNN,RT
1094,@bedkatonahpatch,@bedkatonahpatch,Tweet
1095,@CraigCo62,@CraigCo62,Tweet
1096,@GinaInTheBurg,@AP,RT
1097,@ViralpressNews,@ViralpressNews,Tweet
1098,@wyorgb,@scicurious,RT
1099,@PelhamPatch,@PelhamPatch,Tweet
1100,@nicolewesth,@nicolewesth,Tweet
1101,@RealTimeHack,@RealTimeHack,Tweet
1102,@BAinDiplomacy,@BAinDiplomacy,Tweet
1103,@BBCWomansHour,@bbcworldservice,RT
1104,@PierreChrist_,@CNN,RT
1105,@PearlRiverPatch,@PearlRiverPatch,Tweet
1106,@PierreChrist_,@CNN,RT
1107,@callmemalig,@ajplus,RT
1108,@instapundit,@jason_pontin,RT
1109,@BronxvillePatch,@BronxvillePatch,Tweet
1110,@ScarsdalePatch,@ScarsdalePatch,Tweet
1111,@finance_sumlify,@CNN,RT
1112,@_islamhussein,@CNN,RT
1113,@njiru_john,@CNN,RT
1114,@ConversationUK,@ConversationUK,Tweet
1115,@PChesterPatch,@PChesterPatch,Tweet
1116,@dh_a_heller,@WHO,RT
1117,@dlNewZealand,@dlNewZealand,Tweet
1118,@ConversationUK,@ConversationUK,Tweet
1119,@aetiology,@HelenBranswell,RT
1120,@lillyvelez28,@nytimes,RT
1121,@TraveleadsUK,@TraveleadsUK,Tweet
1122,@nov_amit,@CNN,RT
1123,@EmergencyBlog,@EmergencyBlog,Tweet
1124,@iloveseble,@NYC_Everyday,RT
1125,@RealTimeHack,@RealTimeHack,Tweet
1126,@CraigCo62,@CraigCo62,Tweet
1127,@MN_350,@ClimateReality,RT
1128,@Health_UKnews,@Health_UKnews,Tweet
1129,@BBCWomansHour,@bbcworldservice,RT
1130,@RealTimeHack,@RealTimeHack,Tweet
1131,@ICHLibGH,@ICHLibGH,Tweet
1132,@Simar512,@Simar512,Tweet
1133,@ICHLibGH,@ICHLibGH,Tweet
1134,@RainerKurlemann,@HelenBranswell,RT
1135,@GinaInTheBurg,@AP,RT
1136,@ferasanwar24,@CNN,RT
1137,@EmergencyBlog,@EmergencyBlog,Tweet
1138,@callmemalig,@ajplus,RT
1139,@coldestwinters,@coldestwinters,Tweet
1140,@fratucci,@CNN,RT
1141,@NRInstitute,@UniGreenwich,RT
1142,@miepsja,@miepsja,Tweet
1143,@SMolloyDVM,@Westxgal,RT
1144,@Lajanz_cong,@Lajanz_cong,Tweet
1145,@veena725,@WHO,RT
1146,@matatias,@CNN,RT
1147,@predictech,@CDCgov,RT
1148,@TraveleadsUK,@TraveleadsUK,Tweet
1149,@wyorgb,@sciam,RT
1150,@lilvasheer,@lilvasheer,Tweet
1151,@edisonlsm,@CNN,RT
1152,@ChapKiscoPatch,@ChapKiscoPatch,Tweet
1153,@WrigleyRes,@WrigleyRes,Tweet
1154,@smith_lassen,@ClimateReality,RT
1155,@JFairBairnLLJ,@JFairBairnLLJ,Tweet
1156,@DRBarton_Stocks,@DRBarton_Stocks,Tweet
1157,@MN_350,@ClimateReality,RT
1158,@Health_UKnews,@Health_UKnews,Tweet
1159,@_islamhussein,@CNN,RT
1160,@BzSnow,@nytimes,RT
1161,@marcioapviana,@CNN,RT
1162,@lilvasheer,@lilvasheer,Tweet
1163,@njiru_john,@CNN,RT
1164,@muryi16,@muryi16,Tweet
1165,@GinaInTheBurg,@AP,RT
1166,@RainerKurlemann,@HelenBranswell,RT
1167,@finance_sumlify,@CNN,RT
1168,@BAinDiplomacy,@BAinDiplomacy,Tweet
1169,@iamyemiyezi,@iamyemiyezi,Tweet
1170,@MandolinJoy,@MandolinJoy,Tweet
1171,@dh_a_heller,@WHO,RT
1172,@onahunttoday,@onahunttoday,Tweet
1173,@ICHLibGH,@ICHLibGH,Tweet
1174,@HillaryKenyon,@CNN,RT
1175,@LakersGold,@CNN,RT
1176,@RivertownsPatch,@RivertownsPatch,Tweet
1177,@RivertownsPatch,@RivertownsPatch,Tweet
1178,@ICHLibGH,@ICHLibGH,Tweet
1179,@LakersGold,@CNN,RT
1180,@RainerKurlemann,@HelenBranswell,RT
1181,@DailyPublius,@DailyPublius,Tweet
1182,@_islamhussein,@CNN,RT
1183,@NyackPatch,@NyackPatch,Tweet
1184,@PierreChrist_,@CNN,RT
1185,@iloveseble,@NYC_Everyday,RT
1186,@iamyemiyezi,@iamyemiyezi,Tweet
1187,@ECDOH,@NSC44,RT
1188,@instapundit,@jason_pontin,RT
1189,@GinaInTheBurg,@AP,RT
1190,@HarrisonPatch,@HarrisonPatch,Tweet
1191,@HeadsOrHeadsWeb,@CNN,RT
1192,@RealTimeHack,@RealTimeHack,Tweet
1193,@Ing_Da,@CNN,RT
1194,@DailyPublius,@DailyPublius,Tweet
1195,@THilderley,@VIralBuzzNewss,RT
1196,@_islamhussein,@CNN,RT
1197,@NyackPatch,@NyackPatch,Tweet
1198,@RealTimeHack,@RealTimeHack,Tweet
1199,@BronxvillePatch,@BronxvillePatch,Tweet
1200,@matatias,@CNN,RT
1201,@iAyKay,@iAyKay,Tweet
1202,@HarrisonPatch,@HarrisonPatch,Tweet
1203,@HVPatch,@HVPatch,Tweet
1204,@TaraDow2,@VIralBuzzNewss,RT
1205,@TraveleadsUK,@TraveleadsUK,Tweet
1206,@callmemalig,@ajplus,RT
1207,@nicolewesth,@nicolewesth,Tweet
1208,@marcioapviana,@CNN,RT
1209,@RainerKurlemann,@HelenBranswell,RT
1210,@nov_amit,@CNN,RT
1211,@PierreChrist_,@CNN,RT
1212,@Simar512,@Simar512,Tweet
1213,@wyorgb,@sciam,RT
1214,@PelhamPatch,@PelhamPatch,Tweet
1215,@NewCityPatch,@NewCityPatch,Tweet
1216,@jcrestani,@nytimes,RT
1217,@THilderley,@VIralBuzzNewss,RT
1218,@pandrest,@CNN,RT
1219,@wyorgb,@scicurious,RT
1220,@NyackPatch,@NyackPatch,Tweet
1221,@QueenofBasPays,@QueenofBasPays,Tweet
1222,@PChesterPatch,@PChesterPatch,Tweet
